GEOID,NAME,average,state_abbr,state_name
29175,Randolph County ,255.42,MO,Missouri
29027,Callaway County ,272.87,MO,Missouri
29031,Cape Girardeau County ,322.65,MO,Missouri
29117,Livingston County ,235.0,MO,Missouri
29085,Hickory County ,346.16,MO,Missouri
29217,Vernon County ,277.55,MO,Missouri
29215,Texas County ,197.83,MO,Missouri
29131,Miller County ,183.93,MO,Missouri
29089,Howard County ,469.69,MO,Missouri
29115,Linn County ,243.84,MO,Missouri
29061,Daviess County ,203.05,MO,Missouri
29021,Buchanan County ,456.51,MO,Missouri
29199,Scotland County ,145.83,MO,Missouri
29077,Greene County ,281.33,MO,Missouri
29105,Laclede County ,239.79,MO,Missouri
29119,McDonald County ,205.27,MO,Missouri
29121,Macon County ,224.77,MO,Missouri
29127,Marion County ,333.58,MO,Missouri
29209,Stone County ,195.3,MO,Missouri
29213,Taney County ,280.13,MO,Missouri
29025,Caldwell County ,223.39,MO,Missouri
29197,Schuyler County ,187.22,MO,Missouri
29211,Sullivan County ,249.89,MO,Missouri
29035,Carter County ,191.34,MO,Missouri
29139,Montgomery County ,263.56,MO,Missouri
29013,Bates County ,203.28,MO,Missouri
29083,Henry County ,334.42,MO,Missouri
29129,Mercer County ,292.42,MO,Missouri
29141,Morgan County ,241.56,MO,Missouri
29229,Wright County ,233.11,MO,Missouri
29163,Pike County ,259.23,MO,Missouri
29055,Crawford County ,247.12,MO,Missouri
29167,Polk County ,324.44,MO,Missouri
29153,Ozark County ,196.44,MO,Missouri
29155,Pemiscot County ,222.28,MO,Missouri
29007,Audrain County ,232.31,MO,Missouri
29171,Putnam County ,224.0,MO,Missouri
29227,Worth County ,448.18,MO,Missouri
29051,Cole County ,243.49,MO,Missouri
29147,Nodaway County ,342.14,MO,Missouri
29043,Christian County ,257.15,MO,Missouri
29109,Lawrence County ,197.8,MO,Missouri
29005,Atchison County ,431.01,MO,Missouri
29207,Stoddard County ,188.54,MO,Missouri
29045,Clark County ,245.8,MO,Missouri
29093,Iron County ,227.82,MO,Missouri
29017,Bollinger County ,283.25,MO,Missouri
29099,Jefferson County ,332.77,MO,Missouri
29049,Clinton County ,238.97,MO,Missouri
29159,Pettis County ,348.12,MO,Missouri
29023,Butler County ,282.48,MO,Missouri
29203,Shannon County ,212.22,MO,Missouri
29015,Benton County ,359.98,MO,Missouri
29073,Gasconade County ,251.4,MO,Missouri
29125,Maries County ,219.5,MO,Missouri
29069,Dunklin County ,428.88,MO,Missouri
29091,Howell County ,280.36,MO,Missouri
29157,Perry County ,389.49,MO,Missouri
29143,New Madrid County ,310.8,MO,Missouri
29149,Oregon County ,212.97,MO,Missouri
29181,Ripley County ,204.48,MO,Missouri
29053,Cooper County ,182.0,MO,Missouri
29223,Wayne County ,216.84,MO,Missouri
29179,Reynolds County ,199.07,MO,Missouri
29087,Holt County ,325.4,MO,Missouri
29221,Washington County ,240.38,MO,Missouri
29103,Knox County ,298.3,MO,Missouri
29173,Ralls County ,240.5,MO,Missouri
29063,DeKalb County ,148.95,MO,Missouri
29081,Harrison County ,391.63,MO,Missouri
29001,Adair County ,253.0,MO,Missouri
29165,Platte County ,130.54,MO,Missouri
29009,Barry County ,194.61,MO,Missouri
29169,Pulaski County ,215.95,MO,Missouri
29075,Gentry County ,392.24,MO,Missouri
29057,Dade County ,251.27,MO,Missouri
29003,Andrew County ,265.96,MO,Missouri
29225,Webster County ,172.56,MO,Missouri
29041,Chariton County ,225.28,MO,Missouri
29071,Franklin County ,498.63,MO,Missouri
29113,Lincoln County ,313.29,MO,Missouri
29133,Mississippi County ,411.49,MO,Missouri
29039,Cedar County ,313.12,MO,Missouri
29137,Monroe County ,220.38,MO,Missouri
29151,Osage County ,206.12,MO,Missouri
29161,Phelps County ,331.55,MO,Missouri
29067,Douglas County ,223.78,MO,Missouri
29029,Camden County ,195.46,MO,Missouri
29059,Dallas County ,296.12,MO,Missouri
29123,Madison County ,296.13,MO,Missouri
29065,Dent County ,244.18,MO,Missouri
29219,Warren County ,270.06,MO,Missouri
29111,Lewis County ,306.32,MO,Missouri
29019,Boone County ,305.11,MO,Missouri
29195,Saline County ,237.77,MO,Missouri
29135,Moniteau County ,167.4,MO,Missouri
29033,Carroll County ,239.9,MO,Missouri
29205,Shelby County ,474.93,MO,Missouri
29079,Grundy County ,340.81,MO,Missouri
29201,Scott County ,382.51,MO,Missouri
17181,Union County ,18.35,IL,Illinois
17149,Pike County ,29.02,IL,Illinois
17001,Adams County ,22.37,IL,Illinois
21039,Carlisle County ,20.66,KY,Kentucky
21105,Hickman County ,28.15,KY,Kentucky
5093,Mississippi County ,18.01,AR,Arkansas
5031,Craighead County ,18.11,AR,Arkansas
5121,Randolph County ,28.0,AR,Arkansas
