GEOID,NAME,average,state_abbr,state_name
39153,Summit County ,64.43,OH,Ohio
39085,Lake County ,34.07,OH,Ohio
39055,Geauga County ,11.71,OH,Ohio
39103,Medina County ,28.93,OH,Ohio
39133,Portage County ,25.07,OH,Ohio
29175,Randolph County ,63.71,MO,Missouri
29027,Callaway County ,122.36,MO,Missouri
29031,Cape Girardeau County ,252.71,MO,Missouri
29085,Hickory County ,32.43,MO,Missouri
29215,Texas County ,50.79,MO,Missouri
29131,Miller County ,46.07,MO,Missouri
29089,Howard County ,47.5,MO,Missouri
29077,Greene County ,811.43,MO,Missouri
29105,Laclede County ,85.14,MO,Missouri
29209,Stone County ,61.57,MO,Missouri
29213,Taney County ,153.29,MO,Missouri
29139,Montgomery County ,30.43,MO,Missouri
29013,Bates County ,33.29,MO,Missouri
29083,Henry County ,72.79,MO,Missouri
29141,Morgan County ,48.64,MO,Missouri
29229,Wright County ,42.64,MO,Missouri
29163,Pike County ,47.93,MO,Missouri
29055,Crawford County ,60.0,MO,Missouri
29167,Polk County ,102.36,MO,Missouri
29153,Ozark County ,18.14,MO,Missouri
29007,Audrain County ,59.79,MO,Missouri
29051,Cole County ,186.86,MO,Missouri
29043,Christian County ,216.71,MO,Missouri
29109,Lawrence County ,75.43,MO,Missouri
29207,Stoddard County ,55.64,MO,Missouri
29017,Bollinger County ,34.79,MO,Missouri
29099,Jefferson County ,743.07,MO,Missouri
29049,Clinton County ,48.93,MO,Missouri
29159,Pettis County ,147.5,MO,Missouri
29015,Benton County ,68.36,MO,Missouri
29073,Gasconade County ,37.07,MO,Missouri
29125,Maries County ,19.5,MO,Missouri
29143,New Madrid County ,55.36,MO,Missouri
29053,Cooper County ,32.07,MO,Missouri
29221,Washington County ,59.93,MO,Missouri
29063,DeKalb County ,18.71,MO,Missouri
29165,Platte County ,129.0,MO,Missouri
29009,Barry County ,69.07,MO,Missouri
29169,Pulaski County ,113.57,MO,Missouri
29003,Andrew County ,46.29,MO,Missouri
29225,Webster County ,65.71,MO,Missouri
29071,Franklin County ,512.5,MO,Missouri
29137,Monroe County ,19.07,MO,Missouri
29151,Osage County ,28.07,MO,Missouri
29161,Phelps County ,148.5,MO,Missouri
29067,Douglas County ,29.93,MO,Missouri
